Nom Gare;Code Gare;Type jour;Date;Annee;Ligne;Axe;Tranche horaire;Somme de Montants
CESSON;87682161;JOB;2024-05-03;2024;D;D;Avant 6h;158
AUBERGENVILLE-ELISABETHVILLE;87386730;SAM;2021-04-12;2021;J;J5;Avant 6h;36
CERGY-LE-HAUT;87382655;JOB;2023-11-14;2023;L;L3;De 10h à 16h;208
AEROPORT-CHARLES-DE-GAULLE-2-(TERMINAL-2);87001479;JOB;2023-10-10;2023;B;B;De 10h à 16h;0
CHAMARANDE;87545152;SAM;2017-04-22;2017;C;C;De 16h à 20h;47
AUBERGENVILLE-ELISABETHVILLE;87386730;DIM;2021-05-12;2021;J;J5;De 6h à 10h;77
CERGY-PREFECTURE;87381905;SAM;2022-11-19;2022;A;A;Avant 6h;135
AEROPORT-CHARLES-DE-GAULLE-2-(TERMINAL-2);87001479;JOB;2023-10-10;2023;B;B;De 6h à 10h;0
CHAMARANDE;87545152;DIM;2017-04-23;2017;C;C;Avant 6h;1
AUBERGENVILLE-ELISABETHVILLE;87386730;JOB;2021-07-12;2021;J;J5;Après 20h;47
CERGY-PREFECTURE;87381905;DIM;2022-11-20;2022;A;A;De 10h à 16h;2648
ALLEE-DE-LA-TOUR-RENDEZ-VOUS;87113878;SAM;2021-11-09;2021;T4;T4;De 16h à 20h;143
CHAMARANDE;87545152;DIM;2017-04-23;2017;C;C;De 10h à 16h;53
AUBERGENVILLE-ELISABETHVILLE;87386730;JOB;2021-07-12;2021;J;J5;De 10h à 16h;534
CERGY-PREFECTURE;87381905;JOB;2023-11-14;2023;L;L3;Après 20h;151
ALLEE-DE-LA-TOUR-RENDEZ-VOUS;87113878;SAM;2021-09-18;2021;T4;T4;De 10h à 16h;28
CHAMARANDE;87545152;JOB;2017-04-25;2017;C;C;Avant 6h;6
AULNAY-SOUS-BOIS;87271411;SAM;2019-03-16;2019;B;B;De 16h à 20h;4853
CERGY-PREFECTURE;87381905;JOB;2023-11-14;2023;L;L3;De 16h à 20h;2082
ALLEE-ROYALE;87710913;JOB;2023-10-19;2023;T13;T13;De 16h à 20h;21
CHAMPAGNE-SUR-OISE;87276519;SAM;2023-11-18;2023;H;H;Avant 6h;8
AULNAY-SOUS-BOIS;87271411;SAM;2021-11-09;2021;T4;T4;De 10h à 16h;1482
CERGY-SAINT-CHRISTOPHE;87382499;DIM;2022-11-20;2022;A;A;De 10h à 16h;1856
ANDRESY;87381491;SAM;2023-11-18;2023;J;J6;De 10h à 16h;229
CHAMPAGNE-SUR-SEINE;87682450;DIM;2023-11-19;2023;R;R;Avant 6h;11
AULNAY-SOUS-BOIS;87271411;SAM;2023-11-18;2023;K;K;De 10h à 16h;149
CERGY-SAINT-CHRISTOPHE;87382499;JOB;2022-11-22;2022;A;A;Après 20h;16
ANDRESY;87381491;SAM;2023-11-18;2023;J;J6;De 6h à 10h;105
CHAMPBENOIST-POIGNY;87115873;JOB;2023-11-14;2023;P;P;Après 20h;6
AULNAY-SOUS-BOIS;87271411;DIM;2019-03-17;2019;B;B;De 16h à 20h;3413
CERGY-SAINT-CHRISTOPHE;87382499;JOB;2022-11-22;2022;A;A;De 10h à 16h;303
ANDRESY;87381491;DIM;2023-11-19;2023;J;J6;Avant 6h;4
CHAMPBENOIST-POIGNY;87115873;JOB;2023-11-14;2023;P;P;De 6h à 10h;134
AULNAY-SOUS-BOIS;87271411;DIM;2021-12-09;2021;T4;T4;Avant 6h;51
CERGY-SAINT-CHRISTOPHE;87382499;JOB;2022-11-30;2022;A;A;Avant 6h;392
ANDRESY;87381491;DIM;2023-11-19;2023;J;J6;De 10h à 16h;178
CHAMP-DE-COURSES-D'ENGHIEN;87276030;SAM;2023-11-18;2023;H;H;De 16h à 20h;570
AULNAY-SOUS-BOIS;87271411;DIM;2021-12-09;2021;T4;T4;De 10h à 16h;1686
CERGY-SAINT-CHRISTOPHE;87382499;JOB;2023-11-14;2023;L;L3;De 6h à 10h;1094
ANDRESY;87381491;DIM;2023-11-19;2023;J;J6;De 6h à 10h;54
CHAMP-DE-COURSES-D'ENGHIEN;87276030;SAM;2023-11-18;2023;H;H;De 6h à 10h;436
AULNAY-SOUS-BOIS;87271411;DIM;2021-12-09;2021;T4;T4;De 16h à 20h;1266
CERNAY;87276063;SAM;2023-11-18;2023;H;H;Après 20h;125
ANDRESY;87381491;JOB;2023-11-14;2023;J;J6;Après 20h;19
CHAMP-DE-COURSES-D'ENGHIEN;87276030;DIM;2023-11-19;2023;H;H;Après 20h;145
AULNAY-SOUS-BOIS;87271411;JOB;2021-09-21;2021;T4;T4;Avant 6h;52
CERNAY;87276063;SAM;2023-11-18;2023;H;H;De 10h à 16h;564
ANDRESY;87381491;JOB;2023-11-14;2023;J;J6;Avant 6h;20
CHAMP-DE-COURSES-D'ENGHIEN;87276030;DIM;2023-11-19;2023;H;H;Avant 6h;26
AULNAY-SOUS-BOIS;87271411;JOB;2021-09-21;2021;T4;T4;De 16h à 20h;3679
CERNAY;87276063;DIM;2023-11-19;2023;H;H;De 16h à 20h;227
ANDRESY;87381491;JOB;2023-11-14;2023;J;J6;De 16h à 20h;173
CHAMP-DE-COURSES-D'ENGHIEN;87276030;JOB;2023-11-14;2023;H;H;De 10h à 16h;848
AULNAY-SOUS-BOIS;87271411;JOB;2023-05-10;2023;B;B;Avant 6h;1209
CERNAY;87276063;JOB;2017-04-25;2017;C;C;De 16h à 20h;617
ARBORETUM;87704320;SAM;2021-11-09;2021;T4;T4;De 16h à 20h;144
CHAMP-DE-MARS-TOUR-EIFFEL;87393058;SAM;2017-04-22;2017;C;C;Après 20h;1819
AULNAY-SOUS-BOIS;87271411;JOB;2023-11-14;2023;K;K;De 6h à 10h;2949
CERNAY;87276063;JOB;2023-11-14;2023;H;H;De 10h à 16h;466
ARGENTEUIL;87381848;SAM;2023-11-18;2023;J;J4;Avant 6h;156
CHAMP-DE-MARS-TOUR-EIFFEL;87393058;SAM;2017-04-22;2017;C;C;De 16h à 20h;3391
AUVERS-SUR-OISE;87276543;SAM;2023-11-18;2023;H;H;De 16h à 20h;47
CESSON;87682161;SAM;2024-02-03;2024;D;D;Après 20h;113
ARGENTEUIL;87381848;SAM;2023-11-18;2023;J;J6;Après 20h;1249
CHAMP-DE-MARS-TOUR-EIFFEL;87393058;SAM;2017-04-22;2017;C;C;De 6h à 10h;900
AUVERS-SUR-OISE;87276543;JOB;2023-11-14;2023;H;H;De 16h à 20h;35
CESSON;87682161;DIM;2024-03-03;2024;D;D;De 6h à 10h;165
ARGENTEUIL;87381848;SAM;2023-11-18;2023;J;J6;De 10h à 16h;4481
CHAMP-DE-MARS-TOUR-EIFFEL;87393058;DIM;2017-04-23;2017;C;C;De 6h à 10h;656
AVENUE-DU-PRESIDENT-KENNEDY-MAISON-DE-RADIO-FRANCE;87543207;DIM;2017-04-23;2017;C;C;Avant 6h;16
CESSON;87682161;JOB;2024-05-03;2024;D;D;De 10h à 16h;709
ARGENTEUIL;87381848;DIM;2023-11-19;2023;J;J6;Après 20h;722
CHANGIS-SAINT-JEAN;87116509;DIM;2023-09-17;2023;P;P;De 6h à 10h;22
AVENUE-DU-PRESIDENT-KENNEDY-MAISON-DE-RADIO-FRANCE;87543207;DIM;2017-04-23;2017;C;C;De 10h à 16h;389
CESSON;87682161;JOB;2024-05-03;2024;D;D;De 6h à 10h;2321
ARGENTEUIL;87381848;JOB;2023-11-14;2023;J;J4;Après 20h;581
CHANGIS-SAINT-JEAN;87116509;JOB;2023-09-19;2023;P;P;De 10h à 16h;79
AVENUE-FOCH;87381038;DIM;2017-04-23;2017;C;C;Avant 6h;3
CHAMARANDE;87545152;DIM;2017-04-23;2017;C;C;De 16h à 20h;119
ARGENTEUIL;87381848;JOB;2023-11-14;2023;J;J4;De 10h à 16h;2748
CHANGIS-SAINT-JEAN;87116509;JOB;2023-09-19;2023;P;P;De 6h à 10h;440
AVENUE-FOCH;87381038;JOB;2017-04-25;2017;C;C;Avant 6h;5
CHAMARANDE;87545152;JOB;2017-04-25;2017;C;C;Après 20h;5
ARGENTEUIL;87381848;JOB;2023-11-14;2023;J;J4;De 6h à 10h;3142
CHANTELOUP-LES-VIGNES;87381475;JOB;2023-11-14;2023;J;J6;De 6h à 10h;719
AVENUE-HENRI-MARTIN;87381046;DIM;2017-04-23;2017;C;C;Avant 6h;0
CHAMARANDE;87545152;JOB;2017-04-25;2017;C;C;De 10h à 16h;69
ARGENTEUIL;87381848;JOB;2023-11-14;2023;J;J6;Après 20h;960
CHANTILLY-GOUVIEUX;87276113;SAM;2024-02-03;2024;D;D;De 6h à 10h;27
AVENUE-HENRI-MARTIN;87381046;JOB;2017-04-25;2017;C;C;De 6h à 10h;377
CHAMPAGNE-SUR-OISE;87276519;SAM;2023-11-18;2023;H;H;De 6h à 10h;54
ARGENTEUIL;87381848;JOB;2023-11-14;2023;J;J6;De 10h à 16h;3785
CHANTILLY-GOUVIEUX;87276113;JOB;2024-05-03;2024;D;D;De 16h à 20h;19
BAGNEAUX-SUR-LOING;87684191;SAM;2023-11-18;2023;R;R;Avant 6h;5
CHAMPAGNE-SUR-SEINE;87682450;SAM;2023-11-18;2023;R;R;Avant 6h;17
ARGENTEUIL;87381848;JOB;2023-11-14;2023;J;J6;De 6h à 10h;7586
CHAPONVAL;87276162;SAM;2023-11-18;2023;H;H;De 6h à 10h;7
BAGNEAUX-SUR-LOING;87684191;DIM;2023-11-19;2023;R;R;Avant 6h;2
CHAMPAGNE-SUR-SEINE;87682450;SAM;2023-11-18;2023;R;R;De 10h à 16h;223
ARPAJON;87545467;SAM;2017-04-22;2017;C;C;De 10h à 16h;563
CHAPONVAL;87276162;DIM;2023-11-19;2023;H;H;De 10h à 16h;16
BAILLY;87710780;SAM;2023-10-14;2023;T13;T13;Après 20h;20
CHAMPAGNE-SUR-SEINE;87682450;JOB;2023-11-14;2023;R;R;De 6h à 10h;187
ARPAJON;87545467;DIM;2017-04-23;2017;C;C;De 16h à 20h;297
CHAPONVAL;87276162;DIM;2023-11-19;2023;H;H;De 6h à 10h;7
BAILLY;87710780;SAM;2023-10-14;2023;T13;T13;De 16h à 20h;72
CHAMPBENOIST-POIGNY;87115873;SAM;2023-11-18;2023;P;P;Après 20h;9
ASNIERES-SUR-SEINE;87381137;SAM;2023-11-18;2023;J;J4;De 6h à 10h;589
CHAPONVAL;87276162;JOB;2023-11-14;2023;H;H;Après 20h;0
BALLANCOURT;87681437;DIM;2024-03-03;2024;D;D;Après 20h;10
CHAMPBENOIST-POIGNY;87115873;SAM;2023-11-18;2023;P;P;De 16h à 20h;58
ASNIERES-SUR-SEINE;87381137;SAM;2023-11-18;2023;L;L3;Après 20h;790
CHAPONVAL;87276162;JOB;2023-11-14;2023;H;H;De 10h à 16h;12
BALLANCOURT;87681437;DIM;2024-03-03;2024;D;D;De 10h à 16h;138
CHAMPBENOIST-POIGNY;87115873;DIM;2023-11-19;2023;P;P;Après 20h;7
ASNIERES-SUR-SEINE;87381137;SAM;2023-11-18;2023;L;L3;De 6h à 10h;863
CHAPONVAL;87276162;JOB;2023-11-14;2023;H;H;De 16h à 20h;11
BALLANCOURT;87681437;JOB;2024-12-03;2024;D;D;Après 20h;2
CHAMPBENOIST-POIGNY;87115873;JOB;2023-11-14;2023;P;P;De 16h à 20h;67
ASNIERES-SUR-SEINE;87381137;DIM;2023-11-19;2023;J;J4;Après 20h;386
CHAPONVAL;87276162;JOB;2023-11-14;2023;H;H;De 6h à 10h;45
BALLANCOURT;87681437;JOB;2024-12-03;2024;D;D;De 16h à 20h;5
CHAMP-DE-COURSES-D'ENGHIEN;87276030;SAM;2023-11-18;2023;H;H;Avant 6h;49
ASNIERES-SUR-SEINE;87381137;DIM;2023-11-19;2023;J;J4;Avant 6h;22
CHARS;87381194;JOB;2023-11-14;2023;J;J6;De 6h à 10h;197
BALLANCOURT;87681437;JOB;2024-02-04;2024;D;D;De 16h à 20h;205
CHAMP-DE-COURSES-D'ENGHIEN;87276030;DIM;2023-11-19;2023;H;H;De 10h à 16h;676
ASNIERES-SUR-SEINE;87381137;DIM;2023-11-19;2023;L;L2;Après 20h;335
CHARTRETTES;87682419;SAM;2023-11-18;2023;R;R;Après 20h;7
BECON-LES-BRUYERES;87382002;DIM;2023-11-19;2023;L;L2;De 10h à 16h;1414
CHAMP-DE-COURSES-D'ENGHIEN;87276030;DIM;2023-11-19;2023;H;H;De 16h à 20h;417
ASNIERES-SUR-SEINE;87381137;DIM;2023-11-19;2023;L;L3;De 16h à 20h;1254
CHARTRETTES;87682419;SAM;2023-11-18;2023;R;R;De 10h à 16h;32
BECON-LES-BRUYERES;87382002;DIM;2023-11-19;2023;L;L3;De 10h à 16h;1933
CHAMP-DE-MARS-TOUR-EIFFEL;87393058;SAM;2017-04-22;2017;C;C;Avant 6h;32
ASNIERES-SUR-SEINE;87381137;JOB;2023-11-14;2023;J;J4;Après 20h;881
CHARTRETTES;87682419;DIM;2023-11-19;2023;R;R;Après 20h;3
BECON-LES-BRUYERES;87382002;JOB;2023-11-14;2023;L;L2;Avant 6h;54
CHAMP-DE-MARS-TOUR-EIFFEL;87393058;SAM;2017-04-22;2017;C;C;De 10h à 16h;3318
ASNIERES-SUR-SEINE;87381137;JOB;2023-11-14;2023;J;J4;Avant 6h;49
CHARTRETTES;87682419;DIM;2023-11-19;2023;R;R;De 10h à 16h;29
BECON-LES-BRUYERES;87382002;JOB;2023-11-14;2023;L;L2;De 16h à 20h;2930
CHAMP-DE-MARS-TOUR-EIFFEL;87393058;DIM;2017-04-23;2017;C;C;Après 20h;1527
ASNIERES-SUR-SEINE;87381137;JOB;2023-11-14;2023;J;J6;Après 20h;53
CHARTRETTES;87682419;DIM;2023-11-19;2023;R;R;De 6h à 10h;8
BELLEVUE;87393116;SAM;2023-11-18;2023;N;N;Après 20h;138
CHAMP-DE-MARS-TOUR-EIFFEL;87393058;DIM;2017-04-23;2017;C;C;De 10h à 16h;2963
ASNIERES-SUR-SEINE;87381137;JOB;2023-11-14;2023;L;L2;De 10h à 16h;1601
CHATEAU-THIERRY;87116582;SAM;2023-09-16;2023;P;P;De 16h à 20h;190
BELLOY-SAINT-MARTIN;87276550;SAM;2023-11-18;2023;H;H;De 16h à 20h;38
CHAMP-DE-MARS-TOUR-EIFFEL;87393058;JOB;2017-04-25;2017;C;C;De 16h à 20h;7432
ASNIERES-SUR-SEINE;87381137;JOB;2023-11-14;2023;L;L2;De 6h à 10h;4474
CHATEAU-THIERRY;87116582;DIM;2023-09-17;2023;P;P;De 6h à 10h;126
BELLOY-SAINT-MARTIN;87276550;DIM;2023-11-19;2023;H;H;Avant 6h;2
CHANGIS-SAINT-JEAN;87116509;SAM;2023-09-16;2023;P;P;De 10h à 16h;100
ASNIERES-SUR-SEINE;87381137;JOB;2023-11-14;2023;L;L3;Après 20h;623
CHATELET-LES-HALLES;87758607;DIM;2024-03-03;2024;D;D;De 16h à 20h;12738
BELLOY-SAINT-MARTIN;87276550;DIM;2023-11-19;2023;H;H;De 6h à 10h;16
CHANGIS-SAINT-JEAN;87116509;DIM;2023-09-17;2023;P;P;De 16h à 20h;69
ATHIS-MONS;87545251;SAM;2017-04-22;2017;C;C;De 16h à 20h;290
CHATELET-LES-HALLES;87758607;JOB;2024-05-03;2024;D;D;Avant 6h;258
BELLOY-SAINT-MARTIN;87276550;JOB;2023-11-14;2023;H;H;De 16h à 20h;57
CHANGIS-SAINT-JEAN;87116509;JOB;2023-09-19;2023;P;P;Après 20h;8
ATHIS-MONS;87545251;DIM;2017-04-23;2017;C;C;Avant 6h;3
CHAUMONT-EN-VEXIN;87381228;SAM;2023-11-18;2023;J;J6;De 10h à 16h;29
BESSANCOURT;87276642;DIM;2023-11-19;2023;H;H;Avant 6h;12
CHANTELOUP-LES-VIGNES;87381475;DIM;2023-11-19;2023;J;J6;Avant 6h;13
AUBERGENVILLE-ELISABETHVILLE;87386730;SAM;2021-04-12;2021;J;J5;De 6h à 10h;194
CHAUMONT-EN-VEXIN;87381228;SAM;2023-11-18;2023;J;J6;De 16h à 20h;34
BESSANCOURT;87276642;DIM;2023-11-19;2023;H;H;De 16h à 20h;134
CHANTELOUP-LES-VIGNES;87381475;JOB;2023-11-14;2023;J;J6;Après 20h;61
AUBERGENVILLE-ELISABETHVILLE;87386730;DIM;2021-05-12;2021;J;J5;De 10h à 16h;201
CHAUMONT-EN-VEXIN;87381228;JOB;2023-11-14;2023;J;J6;De 6h à 10h;219
BESSANCOURT;87276642;DIM;2023-11-19;2023;H;H;De 6h à 10h;95
CHANTILLY-GOUVIEUX;87276113;SAM;2024-02-03;2024;D;D;Après 20h;40
AUBERGENVILLE-ELISABETHVILLE;87386730;JOB;2021-07-12;2021;J;J5;De 6h à 10h;1075
CHAVILLE-RIVE-DROITE;87382333;DIM;2023-11-19;2023;L;L2;Après 20h;105
BESSANCOURT;87276642;JOB;2023-11-14;2023;H;H;Après 20h;43
CHANTILLY-GOUVIEUX;87276113;DIM;2024-03-03;2024;D;D;De 10h à 16h;160
AULNAY-SOUS-BOIS;87271411;SAM;2021-11-09;2021;T4;T4;Après 20h;1144
CHAVILLE-RIVE-DROITE;87382333;JOB;2016-03-17;2016;U;U;Après 20h;21
BEYNES;87393363;SAM;2023-11-18;2023;N;N;De 10h à 16h;88
CHAPONVAL;87276162;SAM;2023-11-18;2023;H;H;Après 20h;0
AULNAY-SOUS-BOIS;87271411;SAM;2021-11-09;2021;T4;T4;Avant 6h;3
CHAVILLE-RIVE-DROITE;87382333;JOB;2023-11-14;2023;L;L2;Après 20h;152
BEYNES;87393363;JOB;2023-11-14;2023;N;N;Après 20h;7
CHARS;87381194;SAM;2023-11-18;2023;J;J6;Après 20h;2
AULNAY-SOUS-BOIS;87271411;SAM;2021-09-18;2021;T4;T4;De 10h à 16h;92
CHAVILLE-RIVE-GAUCHE;87393207;SAM;2023-11-18;2023;N;N;Avant 6h;17
BIBLIOTHEQUE-FRANCOIS-MITTERRAND;87328328;SAM;2017-04-22;2017;C;C;De 10h à 16h;7585
CHARS;87381194;SAM;2023-11-18;2023;J;J6;De 10h à 16h;36
AULNAY-SOUS-BOIS;87271411;SAM;2023-11-18;2023;K;K;Après 20h;46
CHAVILLE-RIVE-GAUCHE;87393207;SAM;2023-11-18;2023;N;N;De 10h à 16h;551
BIBLIOTHEQUE-FRANCOIS-MITTERRAND;87328328;SAM;2017-04-22;2017;C;C;De 6h à 10h;2406
CHARS;87381194;DIM;2023-11-19;2023;J;J6;Après 20h;7
AULNAY-SOUS-BOIS;87271411;SAM;2023-11-18;2023;K;K;De 6h à 10h;342
CHAVILLE-RIVE-GAUCHE;87393207;DIM;2023-11-19;2023;N;N;De 10h à 16h;436
BIBLIOTHEQUE-FRANCOIS-MITTERRAND;87328328;DIM;2017-04-23;2017;C;C;Avant 6h;83
CHARS;87381194;DIM;2023-11-19;2023;J;J6;De 6h à 10h;16
AULNAY-SOUS-BOIS;87271411;DIM;2019-03-17;2019;B;B;Après 20h;265
CHAVILLE-RIVE-GAUCHE;87393207;DIM;2023-11-19;2023;N;N;De 6h à 10h;102
BIBLIOTHEQUE-FRANCOIS-MITTERRAND;87328328;DIM;2017-04-23;2017;C;C;De 6h à 10h;1357
CHARS;87381194;JOB;2023-11-14;2023;J;J6;Après 20h;2
AULNAY-SOUS-BOIS;87271411;DIM;2019-03-17;2019;B;B;De 10h à 16h;5859
CHAVILLE-VELIZY;87393173;SAM;2017-04-22;2017;C;C;Après 20h;154
BIBLIOTHEQUE-FRANCOIS-MITTERRAND;87328328;JOB;2017-04-25;2017;C;C;Avant 6h;303
CHARS;87381194;JOB;2023-11-14;2023;J;J6;Avant 6h;11
AULNAY-SOUS-BOIS;87271411;JOB;2021-09-21;2021;T4;T4;Après 20h;1068
CHAVILLE-VELIZY;87393173;SAM;2017-04-22;2017;C;C;Avant 6h;10
BIBLIOTHEQUE-FRANCOIS-MITTERRAND;87328328;JOB;2017-04-25;2017;C;C;De 10h à 16h;9354
CHARTRETTES;87682419;SAM;2023-11-18;2023;R;R;De 6h à 10h;11
AULNAY-SOUS-BOIS;87271411;JOB;2021-09-21;2021;T4;T4;De 10h à 16h;1713
CHAVILLE-VELIZY;87393173;DIM;2017-04-23;2017;C;C;Après 20h;91
BIBLIOTHEQUE-FRANCOIS-MITTERRAND;87328328;JOB;2017-04-25;2017;C;C;De 6h à 10h;8737
CHARTRETTES;87682419;JOB;2023-11-14;2023;R;R;Après 20h;4
AULNAY-SOUS-BOIS;87271411;JOB;2023-10-10;2023;B;B;Après 20h;1637
CHELLES-GOURNAY;87116111;SAM;2023-11-18;2023;P;P;Avant 6h;113
BOIGNEVILLE;87684407;SAM;2024-02-03;2024;D;D;De 10h à 16h;7
CHATEAU-THIERRY;87116582;SAM;2023-09-16;2023;P;P;Après 20h;87
AULNAY-SOUS-BOIS;87271411;JOB;2023-10-10;2023;B;B;De 10h à 16h;3835
CHELLES-GOURNAY;87116111;DIM;2022-03-20;2022;E;E;Avant 6h;48
BOIGNEVILLE;87684407;JOB;2024-12-03;2024;D;D;Avant 6h;1
CHATEAU-THIERRY;87116582;SAM;2023-09-16;2023;P;P;De 10h à 16h;434
AULNAY-SOUS-BOIS;87271411;JOB;2023-11-14;2023;K;K;Après 20h;56
CHELLES-GOURNAY;87116111;JOB;2023-11-14;2023;P;P;Après 20h;335
BOIS-COLOMBES;87381079;SAM;2023-11-18;2023;J;J4;Après 20h;591
CHATEAU-THIERRY;87116582;JOB;2023-09-19;2023;P;P;De 6h à 10h;837
AUVERS-SUR-OISE;87276543;SAM;2023-11-18;2023;H;H;Après 20h;6
CHELLES-GOURNAY;87116111;JOB;2023-11-14;2023;P;P;Avant 6h;246
BOIS-COLOMBES;87381079;SAM;2023-11-18;2023;J;J4;De 16h à 20h;1721
CHATELET-LES-HALLES;87758607;SAM;2024-02-03;2024;D;D;Avant 6h;206
AUVERS-SUR-OISE;87276543;SAM;2023-11-18;2023;H;H;De 10h à 16h;41
CHEMIN-D'ANTONY;87546317;DIM;2017-04-23;2017;C;C;Après 20h;6
BOIS-COLOMBES;87381079;SAM;2023-11-18;2023;J;J6;Après 20h;69
CHATELET-LES-HALLES;87758607;DIM;2024-03-03;2024;D;D;Avant 6h;159
AUVERS-SUR-OISE;87276543;JOB;2023-11-14;2023;H;H;Après 20h;4
CHEMIN-D'ANTONY;87546317;DIM;2017-04-23;2017;C;C;Avant 6h;2
BOIS-COLOMBES;87381079;DIM;2023-11-19;2023;J;J4;De 6h à 10h;493
CHATELET-LES-HALLES;87758607;DIM;2024-03-03;2024;D;D;De 6h à 10h;1896
AUVERS-SUR-OISE;87276543;JOB;2023-11-14;2023;H;H;De 6h à 10h;64
CHEZY-SUR-MARNE;87116574;SAM;2023-09-16;2023;P;P;Après 20h;8
BOIS-COLOMBES;87381079;JOB;2023-11-14;2023;J;J4;De 10h à 16h;2063
CHATELET-LES-HALLES;87758607;JOB;2024-05-03;2024;D;D;Après 20h;5869
AVENUE-DU-PRESIDENT-KENNEDY-MAISON-DE-RADIO-FRANCE;87543207;SAM;2017-04-22;2017;C;C;Avant 6h;15
CHILLY-MAZARIN;87393637;SAM;2017-04-22;2017;C;C;Après 20h;98
BOIS-COLOMBES;87381079;JOB;2023-11-14;2023;J;J4;De 6h à 10h;3580
CHAUMONT-EN-VEXIN;87381228;DIM;2023-11-19;2023;J;J6;Après 20h;3
AVENUE-DU-PRESIDENT-KENNEDY-MAISON-DE-RADIO-FRANCE;87543207;JOB;2017-04-25;2017;C;C;Avant 6h;14
CHILLY-MAZARIN;87393637;SAM;2017-04-22;2017;C;C;De 16h à 20h;182
BOIS-LE-ROI;87682203;SAM;2023-11-18;2023;R;R;De 10h à 16h;424
CHAUMONT-EN-VEXIN;87381228;DIM;2023-11-19;2023;J;J6;De 6h à 10h;10
AVENUE-DU-PRESIDENT-KENNEDY-MAISON-DE-RADIO-FRANCE;87543207;JOB;2017-04-25;2017;C;C;De 10h à 16h;670
CHILLY-MAZARIN;87393637;DIM;2017-04-23;2017;C;C;Après 20h;37
BOIS-LE-ROI;87682203;DIM;2023-11-19;2023;R;R;Après 20h;123
CHAUMONT-EN-VEXIN;87381228;JOB;2023-11-14;2023;J;J6;De 10h à 16h;22
AVENUE-DU-PRESIDENT-KENNEDY-MAISON-DE-RADIO-FRANCE;87543207;JOB;2017-04-25;2017;C;C;De 16h à 20h;1601
CHILLY-MAZARIN;87393637;DIM;2017-04-23;2017;C;C;Avant 6h;0
BOIS-LE-ROI;87682203;DIM;2023-11-19;2023;R;R;De 10h à 16h;405
CHAVILLE-RIVE-DROITE;87382333;SAM;2016-12-03;2016;U;U;Avant 6h;1
AVENUE-FOCH;87381038;SAM;2017-04-22;2017;C;C;De 6h à 10h;108
CHILLY-MAZARIN;87393637;JOB;2017-04-25;2017;C;C;De 10h à 16h;358
BOIS-LE-ROI;87682203;JOB;2023-11-14;2023;R;R;Avant 6h;25
CHAVILLE-RIVE-DROITE;87382333;JOB;2016-03-22;2016;U;U;Après 20h;13
AVENUE-HENRI-MARTIN;87381046;SAM;2017-04-22;2017;C;C;Après 20h;90
CHOISY-LE-ROI;87545285;DIM;2017-04-23;2017;C;C;De 10h à 16h;4690
BOISSISE-LE-ROI;87682518;JOB;2024-12-03;2024;D;D;De 10h à 16h;17
CHAVILLE-RIVE-DROITE;87382333;JOB;2016-03-22;2016;U;U;De 10h à 16h;55
AVENUE-HENRI-MARTIN;87381046;DIM;2017-04-23;2017;C;C;De 6h à 10h;52
CHOISY-LE-ROI;87545285;JOB;2017-04-25;2017;C;C;De 10h à 16h;5422
BOISSISE-LE-ROI;87682518;JOB;2024-12-03;2024;D;D;De 6h à 10h;172
CHAVILLE-RIVE-DROITE;87382333;JOB;2023-11-14;2023;L;L2;De 6h à 10h;1489
AVENUE-HENRI-MARTIN;87381046;JOB;2017-04-25;2017;C;C;De 16h à 20h;564
CLAMART;87391565;SAM;2023-11-18;2023;N;N;De 6h à 10h;357
BOISSY-L'AILLERIE;87381152;DIM;2023-11-19;2023;J;J6;De 16h à 20h;51
CHAVILLE-RIVE-GAUCHE;87393207;DIM;2023-11-19;2023;N;N;De 16h à 20h;318
BAGNEAUX-SUR-LOING;87684191;SAM;2023-11-18;2023;R;R;Après 20h;14
CLAMART;87391565;JOB;2023-11-14;2023;N;N;Avant 6h;22
BOISSY-L'AILLERIE;87381152;JOB;2023-11-14;2023;J;J6;De 10h à 16h;83
CHAVILLE-RIVE-GAUCHE;87393207;JOB;2023-11-14;2023;N;N;Après 20h;103
BAGNEAUX-SUR-LOING;87684191;DIM;2023-11-19;2023;R;R;De 6h à 10h;23
CLAMART;87391565;JOB;2023-11-14;2023;N;N;De 16h à 20h;999
BONDY;87113407;SAM;2022-03-19;2022;E;E;Avant 6h;161
CHAVILLE-RIVE-GAUCHE;87393207;JOB;2023-11-14;2023;N;N;De 10h à 16h;450
BAGNEAUX-SUR-LOING;87684191;JOB;2023-11-14;2023;R;R;Après 20h;7
CLICHY-LEVALLOIS;87381129;SAM;2023-11-18;2023;L;L2;Avant 6h;27
BONDY;87113407;DIM;2021-12-09;2021;T4;T4;Après 20h;571
CHAVILLE-RIVE-GAUCHE;87393207;JOB;2023-11-14;2023;N;N;De 6h à 10h;809
BAGNEAUX-SUR-LOING;87684191;JOB;2023-11-14;2023;R;R;Avant 6h;13
CLICHY-LEVALLOIS;87381129;SAM;2023-11-18;2023;L;L2;De 6h à 10h;496
BONDY;87113407;DIM;2021-12-09;2021;T4;T4;De 16h à 20h;1061
CHAVILLE-VELIZY;87393173;SAM;2017-04-22;2017;C;C;De 10h à 16h;731
BAILLY;87710780;DIM;2023-10-15;2023;T13;T13;De 10h à 16h;85
